anomaly_degree	feats	parameter_id	tpr	fpr	study	site_scoring_method	company
0,25	average	Weight	0,433333333	0,091743119	STUDY5	avg_feat_value	BI
0,25	sd	Alanine Aminotransferase	0,2	0,116513761	STUDY5	avg_feat_value	BI
0,25	sd	Creatinine	0,916666667	0,036697248	STUDY5	avg_feat_value	BI
0,25	sd	Systolic Blood Pressure	0,816666667	0,055045872	STUDY5	avg_feat_value	BI
0,25	sd	Weight	0,866666667	0,070183486	STUDY5	avg_feat_value	BI
0,25	autocorr	Alanine Aminotransferase	0,133333333	0,031651376	STUDY5	avg_feat_value	BI
0,25	autocorr	Creatinine	0,166666667	0,031651376	STUDY5	avg_feat_value	BI
0,25	autocorr	Systolic Blood Pressure	0,033333333	0,036697248	STUDY5	avg_feat_value	BI
0,25	autocorr	Weight	0	0	STUDY5	avg_feat_value	BI
0,25	lof	Alanine Aminotransferase	0,783333333	0,279816514	STUDY5	avg_feat_value	BI
0,25	lof	Creatinine	0,866666667	0,125688073	STUDY5	avg_feat_value	BI
0,25	lof	Systolic Blood Pressure	0,866666667	0,183027523	STUDY5	avg_feat_value	BI
0,25	lof	Weight	0,933333333	0,183944954	STUDY5	avg_feat_value	BI
0,25	range	Alanine Aminotransferase	0,133333333	0,100917431	STUDY5	avg_feat_value	BI
0,25	range	Creatinine	0,366666667	0,02293578	STUDY5	avg_feat_value	BI
0,25	range	Systolic Blood Pressure	0,233333333	0,04587156	STUDY5	avg_feat_value	BI
0,25	range	Weight	0,933333333	0,071559633	STUDY5	avg_feat_value	BI
0,25	unique_value_count_relative	Alanine Aminotransferase	0,033333333	0,013761468	STUDY5	avg_feat_value	BI
0,25	unique_value_count_relative	Creatinine	0,05	0,018348624	STUDY5	avg_feat_value	BI
0,25	unique_value_count_relative	Systolic Blood Pressure	0,033333333	0,009174312	STUDY5	avg_feat_value	BI
0,25	unique_value_count_relative	Weight	0,15	0,04587156	STUDY5	avg_feat_value	BI
0,5	average	Alanine Aminotransferase	0,383333333	0,036697248	STUDY5	avg_feat_value	BI
0,5	average	Creatinine	0,933333333	0,079816514	STUDY5	avg_feat_value	BI
0,5	average	Systolic Blood Pressure	1	0,036697248	STUDY5	avg_feat_value	BI
0,5	average	Weight	0,833333333	0,091743119	STUDY5	avg_feat_value	BI
0,5	sd	Alanine Aminotransferase	0,533333333	0,110550459	STUDY5	avg_feat_value	BI
0,5	sd	Creatinine	0,9	0,036697248	STUDY5	avg_feat_value	BI
0,5	sd	Systolic Blood Pressure	0,933333333	0,055045872	STUDY5	avg_feat_value	BI
0,5	sd	Weight	0,95	0,067431193	STUDY5	avg_feat_value	BI
0,5	autocorr	Alanine Aminotransferase	0,116666667	0,030733945	STUDY5	avg_feat_value	BI
0,5	autocorr	Creatinine	0,45	0,027522936	STUDY5	avg_feat_value	BI
0,5	autocorr	Systolic Blood Pressure	0,083333333	0,036697248	STUDY5	avg_feat_value	BI
0,5	autocorr	Weight	0	0	STUDY5	avg_feat_value	BI
0,5	lof	Alanine Aminotransferase	0,85	0,285321101	STUDY5	avg_feat_value	BI
0,5	lof	Creatinine	0,95	0,123853211	STUDY5	avg_feat_value	BI
0,5	lof	Systolic Blood Pressure	0,966666667	0,167431193	STUDY5	avg_feat_value	BI
0,5	lof	Weight	0,983333333	0,204587156	STUDY5	avg_feat_value	BI
0,5	range	Alanine Aminotransferase	0,15	0,099541284	STUDY5	avg_feat_value	BI
0,5	range	Creatinine	0,85	0,022018349	STUDY5	avg_feat_value	BI
0,5	range	Systolic Blood Pressure	0,966666667	0,04587156	STUDY5	avg_feat_value	BI
0,5	range	Weight	0,816666667	0,074311927	STUDY5	avg_feat_value	BI
0,5	unique_value_count_relative	Alanine Aminotransferase	0,066666667	0,010091743	STUDY5	avg_feat_value	BI
0,5	unique_value_count_relative	Creatinine	0,1	0,018348624	STUDY5	avg_feat_value	BI
0,5	unique_value_count_relative	Systolic Blood Pressure	0,033333333	0,009174312	STUDY5	avg_feat_value	BI
0,5	unique_value_count_relative	Weight	0,116666667	0,04587156	STUDY5	avg_feat_value	BI
0,75	average	Alanine Aminotransferase	0,666666667	0,036697248	STUDY5	avg_feat_value	BI
0,75	average	Creatinine	0,983333333	0,080733945	STUDY5	avg_feat_value	BI
0,75	average	Systolic Blood Pressure	1	0,036697248	STUDY5	avg_feat_value	BI
0,75	average	Weight	0,966666667	0,091743119	STUDY5	avg_feat_value	BI
0,75	sd	Alanine Aminotransferase	0,816666667	0,110091743	STUDY5	avg_feat_value	BI
0,75	sd	Creatinine	0,983333333	0,036697248	STUDY5	avg_feat_value	BI
0,75	sd	Systolic Blood Pressure	0,933333333	0,055045872	STUDY5	avg_feat_value	BI
0,75	sd	Weight	0,85	0,068807339	STUDY5	avg_feat_value	BI
0,75	autocorr	Alanine Aminotransferase	0,25	0,029357798	STUDY5	avg_feat_value	BI
0,75	autocorr	Creatinine	0,583333333	0,027522936	STUDY5	avg_feat_value	BI
0,75	autocorr	Systolic Blood Pressure	0,016666667	0,036238532	STUDY5	avg_feat_value	BI
0,75	autocorr	Weight	0	0	STUDY5	avg_feat_value	BI
0,75	lof	Alanine Aminotransferase	0,883333333	0,277981651	STUDY5	avg_feat_value	BI
0,75	lof	Creatinine	0,916666667	0,128899083	STUDY5	avg_feat_value	BI
0,75	lof	Systolic Blood Pressure	0,916666667	0,180733945	STUDY5	avg_feat_value	BI
0,75	lof	Weight	0,866666667	0,202293578	STUDY5	avg_feat_value	BI
0,75	range	Alanine Aminotransferase	0,25	0,099541284	STUDY5	avg_feat_value	BI
0,75	range	Creatinine	0,916666667	0,021559633	STUDY5	avg_feat_value	BI
0,75	range	Systolic Blood Pressure	0,883333333	0,04587156	STUDY5	avg_feat_value	BI
0,75	range	Weight	0,8	0,072477064	STUDY5	avg_feat_value	BI
0,75	unique_value_count_relative	Alanine Aminotransferase	0,033333333	0,011009174	STUDY5	avg_feat_value	BI
0,75	unique_value_count_relative	Creatinine	0,15	0,018348624	STUDY5	avg_feat_value	BI
0,75	unique_value_count_relative	Systolic Blood Pressure	0,05	0,009174312	STUDY5	avg_feat_value	BI
0,75	unique_value_count_relative	Weight	0,2	0,04587156	STUDY5	avg_feat_value	BI
1	average	Alanine Aminotransferase	0,733333333	0,036697248	STUDY5	avg_feat_value	BI
1	average	Creatinine	1	0,077981651	STUDY5	avg_feat_value	BI
1	average	Systolic Blood Pressure	1	0,036697248	STUDY5	avg_feat_value	BI
1	average	Weight	1	0,091743119	STUDY5	avg_feat_value	BI
1	sd	Alanine Aminotransferase	0,9	0,110091743	STUDY5	avg_feat_value	BI
1	sd	Creatinine	0,95	0,036697248	STUDY5	avg_feat_value	BI
1	sd	Systolic Blood Pressure	0,933333333	0,055045872	STUDY5	avg_feat_value	BI
1	sd	Weight	0,883333333	0,071559633	STUDY5	avg_feat_value	BI
1	autocorr	Alanine Aminotransferase	0,316666667	0,026605505	STUDY5	avg_feat_value	BI
1	autocorr	Creatinine	0,366666667	0,028899083	STUDY5	avg_feat_value	BI
1	autocorr	Systolic Blood Pressure	0,05	0,036697248	STUDY5	avg_feat_value	BI
1	autocorr	Weight	0	0	STUDY5	avg_feat_value	BI
1	lof	Alanine Aminotransferase	0,866666667	0,272018349	STUDY5	avg_feat_value	BI
1	lof	Creatinine	0,95	0,125688073	STUDY5	avg_feat_value	BI
1	lof	Systolic Blood Pressure	1	0,172477064	STUDY5	avg_feat_value	BI
1	lof	Weight	0,933333333	0,191284404	STUDY5	avg_feat_value	BI
1	range	Alanine Aminotransferase	0,233333333	0,098623853	STUDY5	avg_feat_value	BI
1	range	Creatinine	0,9	0,021100917	STUDY5	avg_feat_value	BI
1	range	Systolic Blood Pressure	0,95	0,04587156	STUDY5	avg_feat_value	BI
1	range	Weight	0,866666667	0,073394495	STUDY5	avg_feat_value	BI
1	unique_value_count_relative	Alanine Aminotransferase	0,05	0,010091743	STUDY5	avg_feat_value	BI
1	unique_value_count_relative	Creatinine	0,183333333	0,018348624	STUDY5	avg_feat_value	BI
1	unique_value_count_relative	Systolic Blood Pressure	0,116666667	0,009174312	STUDY5	avg_feat_value	BI
1	unique_value_count_relative	Weight	0,083333333	0,04587156	STUDY5	avg_feat_value	BI
5	average	Alanine Aminotransferase	1	0,036697248	STUDY5	avg_feat_value	BI
5	average	Creatinine	1	0,080733945	STUDY5	avg_feat_value	BI
5	average	Systolic Blood Pressure	1	0,036697248	STUDY5	avg_feat_value	BI
5	average	Weight	1	0,091743119	STUDY5	avg_feat_value	BI
5	sd	Alanine Aminotransferase	0,95	0,110091743	STUDY5	avg_feat_value	BI
5	sd	Creatinine	0,933333333	0,036697248	STUDY5	avg_feat_value	BI
5	sd	Systolic Blood Pressure	0,95	0,055045872	STUDY5	avg_feat_value	BI
5	sd	Weight	0,883333333	0,067889908	STUDY5	avg_feat_value	BI
5	autocorr	Alanine Aminotransferase	0,2	0,027981651	STUDY5	avg_feat_value	BI
5	autocorr	Creatinine	0,5	0,027522936	STUDY5	avg_feat_value	BI
5	autocorr	Systolic Blood Pressure	0,116666667	0,036697248	STUDY5	avg_feat_value	BI
5	autocorr	Weight	0	0	STUDY5	avg_feat_value	BI
5	lof	Alanine Aminotransferase	0,966666667	0,272018349	STUDY5	avg_feat_value	BI
5	lof	Creatinine	1	0,124770642	STUDY5	avg_feat_value	BI
5	lof	Systolic Blood Pressure	0,95	0,166513761	STUDY5	avg_feat_value	BI
5	lof	Weight	0,983333333	0,203669725	STUDY5	avg_feat_value	BI
5	range	Alanine Aminotransferase	0,833333333	0,099082569	STUDY5	avg_feat_value	BI
5	range	Creatinine	0,9	0,020642202	STUDY5	avg_feat_value	BI
5	range	Systolic Blood Pressure	0,916666667	0,04587156	STUDY5	avg_feat_value	BI
5	range	Weight	0,85	0,074770642	STUDY5	avg_feat_value	BI
5	unique_value_count_relative	Alanine Aminotransferase	0,966666667	0,009174312	STUDY5	avg_feat_value	BI
5	unique_value_count_relative	Creatinine	0,916666667	0,018348624	STUDY5	avg_feat_value	BI
5	unique_value_count_relative	Systolic Blood Pressure	0,866666667	0,009174312	STUDY5	avg_feat_value	BI
5	unique_value_count_relative	Weight	0,916666667	0,04587156	STUDY5	avg_feat_value	BI
10	average	Alanine Aminotransferase	1	0,036238532	STUDY5	avg_feat_value	BI
10	average	Creatinine	1	0,080733945	STUDY5	avg_feat_value	BI
10	average	Systolic Blood Pressure	1	0,036697248	STUDY5	avg_feat_value	BI
10	average	Weight	1	0,091743119	STUDY5	avg_feat_value	BI
10	sd	Alanine Aminotransferase	0,933333333	0,110091743	STUDY5	avg_feat_value	BI
10	sd	Creatinine	0,933333333	0,036697248	STUDY5	avg_feat_value	BI
10	sd	Systolic Blood Pressure	0,916666667	0,055045872	STUDY5	avg_feat_value	BI
10	sd	Weight	0,816666667	0,070183486	STUDY5	avg_feat_value	BI
10	autocorr	Alanine Aminotransferase	0,233333333	0,028899083	STUDY5	avg_feat_value	BI
10	autocorr	Creatinine	0,466666667	0,030733945	STUDY5	avg_feat_value	BI
10	autocorr	Systolic Blood Pressure	0,05	0,036697248	STUDY5	avg_feat_value	BI
10	autocorr	Weight	0	0	STUDY5	avg_feat_value	BI
10	lof	Alanine Aminotransferase	0,866666667	0,271100917	STUDY5	avg_feat_value	BI
10	lof	Creatinine	0,983333333	0,118807339	STUDY5	avg_feat_value	BI
10	lof	Systolic Blood Pressure	0,966666667	0,170183486	STUDY5	avg_feat_value	BI
10	lof	Weight	0,95	0,196788991	STUDY5	avg_feat_value	BI
10	range	Alanine Aminotransferase	0,9	0,099082569	STUDY5	avg_feat_value	BI
10	range	Creatinine	0,8	0,022477064	STUDY5	avg_feat_value	BI
10	range	Systolic Blood Pressure	0,883333333	0,04587156	STUDY5	avg_feat_value	BI
10	range	Weight	0,816666667	0,074311927	STUDY5	avg_feat_value	BI
10	unique_value_count_relative	Alanine Aminotransferase	0,883333333	0,009174312	STUDY5	avg_feat_value	BI
10	unique_value_count_relative	Creatinine	0,966666667	0,018348624	STUDY5	avg_feat_value	BI
10	unique_value_count_relative	Systolic Blood Pressure	0,883333333	0,009174312	STUDY5	avg_feat_value	BI
10	unique_value_count_relative	Weight	0,916666667	0,04587156	STUDY5	avg_feat_value	BI
0	average	Alanine Aminotransferase	0	0	STUDY1	ks	BI
0	average	Creatinine	0	0	STUDY1	ks	BI
0	average	Systolic Blood Pressure	0	0	STUDY1	ks	BI
0	average	Weight	0	0	STUDY1	ks	BI
0	sd	Alanine Aminotransferase	0	0	STUDY1	ks	BI
0	sd	Creatinine	0	0	STUDY1	ks	BI
0	sd	Systolic Blood Pressure	0	0	STUDY1	ks	BI
0	sd	Weight	0	0	STUDY1	ks	BI
0	autocorr	Alanine Aminotransferase	0	0,002777778	STUDY1	ks	BI
0	autocorr	Creatinine	0	0	STUDY1	ks	BI
0	autocorr	Systolic Blood Pressure	0	0	STUDY1	ks	BI
0	autocorr	Weight	0	0	STUDY1	ks	BI
0	lof	Alanine Aminotransferase	0	0	STUDY1	ks	BI
0	lof	Creatinine	0,016666667	0	STUDY1	ks	BI
0	lof	Systolic Blood Pressure	0	0	STUDY1	ks	BI
0	lof	Weight	0	0	STUDY1	ks	BI
0	range	Alanine Aminotransferase	0	0	STUDY1	ks	BI
0	range	Creatinine	0	0,002777778	STUDY1	ks	BI
0	range	Systolic Blood Pressure	0	0	STUDY1	ks	BI
0	range	Weight	0	0	STUDY1	ks	BI
0	unique_value_count_relative	Alanine Aminotransferase	0	0	STUDY1	ks	BI
0	unique_value_count_relative	Creatinine	0	0	STUDY1	ks	BI
0	unique_value_count_relative	Systolic Blood Pressure	0	0	STUDY1	ks	BI
0	unique_value_count_relative	Weight	0	0	STUDY1	ks	BI
0,25	average	Alanine Aminotransferase	0	0	STUDY1	ks	BI
0,25	average	Creatinine	0,1	0	STUDY1	ks	BI
0,25	average	Systolic Blood Pressure	0,216666667	0	STUDY1	ks	BI
0,25	average	Weight	0,016666667	0	STUDY1	ks	BI
0,25	sd	Alanine Aminotransferase	0	0	STUDY1	ks	BI
0,25	sd	Creatinine	0,3	0,002777778	STUDY1	ks	BI
0,25	sd	Systolic Blood Pressure	0,316666667	0	STUDY1	ks	BI
0,25	sd	Weight	0	0,002777778	STUDY1	ks	BI
0,25	autocorr	Alanine Aminotransferase	0	0	STUDY1	ks	BI
0,25	autocorr	Creatinine	0,083333333	0	STUDY1	ks	BI
0,25	autocorr	Systolic Blood Pressure	0,033333333	0	STUDY1	ks	BI
0,25	autocorr	Weight	0	0	STUDY1	ks	BI
0,25	lof	Alanine Aminotransferase	0,016666667	0	STUDY1	ks	BI
0,25	lof	Creatinine	0	0	STUDY1	ks	BI
0,25	lof	Systolic Blood Pressure	0,016666667	0	STUDY1	ks	BI
0,25	lof	Weight	0	0	STUDY1	ks	BI
0,25	range	Alanine Aminotransferase	0	0,002777778	STUDY1	ks	BI
0,25	range	Creatinine	0	0	STUDY1	ks	BI
0,25	range	Systolic Blood Pressure	0,05	0	STUDY1	ks	BI
0,25	range	Weight	0	0	STUDY1	ks	BI
0,25	unique_value_count_relative	Alanine Aminotransferase	0	0,002777778	STUDY1	ks	BI
0,25	unique_value_count_relative	Creatinine	0	0	STUDY1	ks	BI
0,25	unique_value_count_relative	Systolic Blood Pressure	0	0	STUDY1	ks	BI
0,25	unique_value_count_relative	Weight	0	0	STUDY1	ks	BI
0,5	average	Alanine Aminotransferase	0,083333333	0	STUDY1	ks	BI
0,5	average	Creatinine	0,45	0	STUDY1	ks	BI
0,5	average	Systolic Blood Pressure	0,5	0	STUDY1	ks	BI
0,5	average	Weight	0,366666667	0	STUDY1	ks	BI
0,5	sd	Alanine Aminotransferase	0,05	0	STUDY1	ks	BI
0,5	sd	Creatinine	0,316666667	0	STUDY1	ks	BI
0,5	sd	Systolic Blood Pressure	0,3	0	STUDY1	ks	BI
0,5	sd	Weight	0,016666667	0	STUDY1	ks	BI
0,5	autocorr	Alanine Aminotransferase	0	0	STUDY1	ks	BI
0,5	autocorr	Creatinine	0,15	0	STUDY1	ks	BI
0,5	autocorr	Systolic Blood Pressure	0,066666667	0,002777778	STUDY1	ks	BI
0,5	autocorr	Weight	0	0,002777778	STUDY1	ks	BI
0,5	lof	Alanine Aminotransferase	0,033333333	0	STUDY1	ks	BI
0,5	lof	Creatinine	0,1	0,002777778	STUDY1	ks	BI
0,5	lof	Systolic Blood Pressure	0,083333333	0	STUDY1	ks	BI
0,5	lof	Weight	0,066666667	0	STUDY1	ks	BI
0,5	range	Alanine Aminotransferase	0	0	STUDY1	ks	BI
0,5	range	Creatinine	0,333333333	0	STUDY1	ks	BI
0,5	range	Systolic Blood Pressure	0,366666667	0	STUDY1	ks	BI
0,5	range	Weight	0,016666667	0	STUDY1	ks	BI
0,5	unique_value_count_relative	Alanine Aminotransferase	0	0	STUDY1	ks	BI
0,5	unique_value_count_relative	Creatinine	0	0	STUDY1	ks	BI
0,5	unique_value_count_relative	Systolic Blood Pressure	0	0	STUDY1	ks	BI
0,5	unique_value_count_relative	Weight	0	0	STUDY1	ks	BI
0,75	average	Alanine Aminotransferase	0,233333333	0	STUDY1	ks	BI
0,75	average	Creatinine	0,7	0	STUDY1	ks	BI
0,75	average	Systolic Blood Pressure	0,683333333	0	STUDY1	ks	BI
0,75	average	Weight	0,466666667	0	STUDY1	ks	BI
0,75	sd	Alanine Aminotransferase	0,2	0	STUDY1	ks	BI
0,75	sd	Creatinine	0,316666667	0	STUDY1	ks	BI
0,75	sd	Systolic Blood Pressure	0,4	0	STUDY1	ks	BI
0,75	sd	Weight	0	0,002777778	STUDY1	ks	BI
0,75	autocorr	Alanine Aminotransferase	0,033333333	0	STUDY1	ks	BI
0,75	autocorr	Creatinine	0,133333333	0	STUDY1	ks	BI
0,75	autocorr	Systolic Blood Pressure	0,133333333	0	STUDY1	ks	BI
0,75	autocorr	Weight	0	0	STUDY1	ks	BI
0,75	lof	Alanine Aminotransferase	0,083333333	0	STUDY1	ks	BI
0,75	lof	Creatinine	0,166666667	0,013888889	STUDY1	ks	BI
0,75	lof	Systolic Blood Pressure	0,216666667	0,002777778	STUDY1	ks	BI
0,75	lof	Weight	0,1	0	STUDY1	ks	BI
0,75	range	Alanine Aminotransferase	0,016666667	0	STUDY1	ks	BI
0,75	range	Creatinine	0,25	0	STUDY1	ks	BI
0,75	range	Systolic Blood Pressure	0,316666667	0	STUDY1	ks	BI
0,75	range	Weight	0	0	STUDY1	ks	BI
0,75	unique_value_count_relative	Alanine Aminotransferase	0	0,002777778	STUDY1	ks	BI
0,75	unique_value_count_relative	Creatinine	0	0	STUDY1	ks	BI
0,75	unique_value_count_relative	Systolic Blood Pressure	0	0	STUDY1	ks	BI
0,75	unique_value_count_relative	Weight	0	0	STUDY1	ks	BI
1	average	Alanine Aminotransferase	0,266666667	0	STUDY1	ks	BI
1	average	Creatinine	0,65	0	STUDY1	ks	BI
1	average	Systolic Blood Pressure	0,65	0	STUDY1	ks	BI
1	average	Weight	0,6	0	STUDY1	ks	BI
1	sd	Alanine Aminotransferase	0,166666667	0	STUDY1	ks	BI
1	sd	Creatinine	0,266666667	0	STUDY1	ks	BI
1	sd	Systolic Blood Pressure	0,3	0	STUDY1	ks	BI
1	sd	Weight	0	0	STUDY1	ks	BI
1	autocorr	Alanine Aminotransferase	0,016666667	0	STUDY1	ks	BI
1	autocorr	Creatinine	0,166666667	0	STUDY1	ks	BI
1	autocorr	Systolic Blood Pressure	0,066666667	0	STUDY1	ks	BI
1	autocorr	Weight	0	0	STUDY1	ks	BI
1	lof	Alanine Aminotransferase	0,1	0	STUDY1	ks	BI
1	lof	Creatinine	0,366666667	0,013888889	STUDY1	ks	BI
1	lof	Systolic Blood Pressure	0,266666667	0,002777778	STUDY1	ks	BI
1	lof	Weight	0,166666667	0	STUDY1	ks	BI
1	range	Alanine Aminotransferase	0,066666667	0	STUDY1	ks	BI
1	range	Creatinine	0,433333333	0,005555556	STUDY1	ks	BI
1	range	Systolic Blood Pressure	0,3	0	STUDY1	ks	BI
1	range	Weight	0	0	STUDY1	ks	BI
1	unique_value_count_relative	Alanine Aminotransferase	0	0,002777778	STUDY1	ks	BI
1	unique_value_count_relative	Creatinine	0	0	STUDY1	ks	BI
1	unique_value_count_relative	Systolic Blood Pressure	0	0	STUDY1	ks	BI
1	unique_value_count_relative	Weight	0	0	STUDY1	ks	BI
5	average	Alanine Aminotransferase	0,666666667	0	STUDY1	ks	BI
5	average	Creatinine	0,733333333	0	STUDY1	ks	BI
5	average	Systolic Blood Pressure	0,75	0	STUDY1	ks	BI
5	average	Weight	0,783333333	0	STUDY1	ks	BI
5	sd	Alanine Aminotransferase	0,366666667	0	STUDY1	ks	BI
5	sd	Creatinine	0,4	0	STUDY1	ks	BI
5	sd	Systolic Blood Pressure	0,333333333	0	STUDY1	ks	BI
5	sd	Weight	0	0	STUDY1	ks	BI
5	autocorr	Alanine Aminotransferase	0,016666667	0	STUDY1	ks	BI
5	autocorr	Creatinine	0,166666667	0	STUDY1	ks	BI
5	autocorr	Systolic Blood Pressure	0,166666667	0	STUDY1	ks	BI
5	autocorr	Weight	0	0	STUDY1	ks	BI
5	lof	Alanine Aminotransferase	0,25	0	STUDY1	ks	BI
5	lof	Creatinine	0,4	0,022222222	STUDY1	ks	BI
5	lof	Systolic Blood Pressure	0,433333333	0,002777778	STUDY1	ks	BI
5	lof	Weight	0,35	0	STUDY1	ks	BI
5	range	Alanine Aminotransferase	0,4	0,005555556	STUDY1	ks	BI
5	range	Creatinine	0,45	0	STUDY1	ks	BI
5	range	Systolic Blood Pressure	0,466666667	0,002777778	STUDY1	ks	BI
5	range	Weight	0	0,008333333	STUDY1	ks	BI
5	unique_value_count_relative	Alanine Aminotransferase	0,483333333	0	STUDY1	ks	BI
5	unique_value_count_relative	Creatinine	0,4	0	STUDY1	ks	BI
5	unique_value_count_relative	Systolic Blood Pressure	0,4	0	STUDY1	ks	BI
5	unique_value_count_relative	Weight	0	0	STUDY1	ks	BI
10	average	Alanine Aminotransferase	0,716666667	0	STUDY1	ks	BI
10	average	Creatinine	0,716666667	0	STUDY1	ks	BI
10	average	Systolic Blood Pressure	0,683333333	0	STUDY1	ks	BI
10	average	Weight	0,683333333	0	STUDY1	ks	BI
10	sd	Alanine Aminotransferase	0,433333333	0	STUDY1	ks	BI
10	sd	Creatinine	0,383333333	0	STUDY1	ks	BI
10	sd	Systolic Blood Pressure	0,416666667	0	STUDY1	ks	BI
10	sd	Weight	0	0	STUDY1	ks	BI
10	autocorr	Alanine Aminotransferase	0,033333333	0	STUDY1	ks	BI
10	autocorr	Creatinine	0,133333333	0	STUDY1	ks	BI
10	autocorr	Systolic Blood Pressure	0,133333333	0	STUDY1	ks	BI
10	autocorr	Weight	0	0	STUDY1	ks	BI
10	lof	Alanine Aminotransferase	0,166666667	0	STUDY1	ks	BI
10	lof	Creatinine	0,383333333	0,013888889	STUDY1	ks	BI
10	lof	Systolic Blood Pressure	0,316666667	0,002777778	STUDY1	ks	BI
10	lof	Weight	0,3	0	STUDY1	ks	BI
10	range	Alanine Aminotransferase	0,466666667	0,002777778	STUDY1	ks	BI
10	range	Creatinine	0,366666667	0	STUDY1	ks	BI
10	range	Systolic Blood Pressure	0,366666667	0	STUDY1	ks	BI
10	range	Weight	0	0	STUDY1	ks	BI
10	unique_value_count_relative	Alanine Aminotransferase	0,283333333	0	STUDY1	ks	BI
10	unique_value_count_relative	Creatinine	0,3	0	STUDY1	ks	BI
10	unique_value_count_relative	Systolic Blood Pressure	0,466666667	0,002777778	STUDY1	ks	BI
10	unique_value_count_relative	Weight	0	0	STUDY1	ks	BI
0	average	Alanine Aminotransferase	0	0	STUDY2	ks	BI
0	average	Creatinine	0	0	STUDY2	ks	BI
0	average	Systolic Blood Pressure	0	0	STUDY2	ks	BI
0	average	Weight	0	0	STUDY2	ks	BI
0	sd	Alanine Aminotransferase	0	0	STUDY2	ks	BI
0	sd	Creatinine	0	0	STUDY2	ks	BI
0	sd	Systolic Blood Pressure	0	0	STUDY2	ks	BI
0	sd	Weight	0	0	STUDY2	ks	BI
0	autocorr	Alanine Aminotransferase	0	0	STUDY2	ks	BI
0	autocorr	Creatinine	0	0	STUDY2	ks	BI
0	autocorr	Systolic Blood Pressure	0	0	STUDY2	ks	BI
0	autocorr	Weight	0	0	STUDY2	ks	BI
0	lof	Alanine Aminotransferase	0	0	STUDY2	ks	BI
0	lof	Creatinine	0	0,003076923	STUDY2	ks	BI
0	lof	Systolic Blood Pressure	0	0,00078125	STUDY2	ks	BI
0	lof	Weight	0	0,0015625	STUDY2	ks	BI
0	range	Alanine Aminotransferase	0	0	STUDY2	ks	BI
0	range	Creatinine	0	0	STUDY2	ks	BI
0	range	Systolic Blood Pressure	0	0	STUDY2	ks	BI
0	range	Weight	0	0	STUDY2	ks	BI
0	unique_value_count_relative	Alanine Aminotransferase	0	0	STUDY2	ks	BI
0	unique_value_count_relative	Creatinine	0	0	STUDY2	ks	BI
0	unique_value_count_relative	Systolic Blood Pressure	0	0	STUDY2	ks	BI
0	unique_value_count_relative	Weight	0	0	STUDY2	ks	BI
0,25	average	Alanine Aminotransferase	0,033333333	0,001538462	STUDY2	ks	BI
0,25	average	Creatinine	0,266666667	0	STUDY2	ks	BI
0,25	average	Systolic Blood Pressure	0,75	0	STUDY2	ks	BI
0,25	average	Weight	0,066666667	0	STUDY2	ks	BI
0,25	sd	Alanine Aminotransferase	0,016666667	0	STUDY2	ks	BI
0,25	sd	Creatinine	0,633333333	0,000769231	STUDY2	ks	BI
0,25	sd	Systolic Blood Pressure	0,733333333	0,00078125	STUDY2	ks	BI
0,25	sd	Weight	0,6	0	STUDY2	ks	BI
0,25	autocorr	Alanine Aminotransferase	0	0	STUDY2	ks	BI
0,25	autocorr	Creatinine	0,05	0	STUDY2	ks	BI
0,25	autocorr	Systolic Blood Pressure	0,216666667	0,00078125	STUDY2	ks	BI
0,25	autocorr	Weight	0	0	STUDY2	ks	BI
0,25	lof	Alanine Aminotransferase	0,116666667	0,002307692	STUDY2	ks	BI
0,25	lof	Creatinine	0,35	0,016153846	STUDY2	ks	BI
0,25	lof	Systolic Blood Pressure	0,3	0,00078125	STUDY2	ks	BI
0,25	lof	Weight	0,166666667	0,00546875	STUDY2	ks	BI
0,25	range	Alanine Aminotransferase	0	0,000769231	STUDY2	ks	BI
0,25	range	Creatinine	0,183333333	0,000769231	STUDY2	ks	BI
0,25	range	Systolic Blood Pressure	0,383333333	0	STUDY2	ks	BI
0,25	range	Weight	0,583333333	0	STUDY2	ks	BI
0,25	unique_value_count_relative	Alanine Aminotransferase	0	0	STUDY2	ks	BI
0,25	unique_value_count_relative	Creatinine	0	0	STUDY2	ks	BI
0,25	unique_value_count_relative	Systolic Blood Pressure	0	0	STUDY2	ks	BI
0,25	unique_value_count_relative	Weight	0	0	STUDY2	ks	BI
0,5	average	Alanine Aminotransferase	0,15	0,003076923	STUDY2	ks	BI
0,5	average	Creatinine	0,516666667	0	STUDY2	ks	BI
0,5	average	Systolic Blood Pressure	0,883333333	0	STUDY2	ks	BI
0,5	average	Weight	0,333333333	0	STUDY2	ks	BI
0,5	sd	Alanine Aminotransferase	0,083333333	0,000769231	STUDY2	ks	BI
0,5	sd	Creatinine	0,616666667	0,001538462	STUDY2	ks	BI
0,5	sd	Systolic Blood Pressure	0,633333333	0	STUDY2	ks	BI
0,5	sd	Weight	0,666666667	0,0015625	STUDY2	ks	BI
0,5	autocorr	Alanine Aminotransferase	0,05	0,000769231	STUDY2	ks	BI
0,5	autocorr	Creatinine	0,1	0	STUDY2	ks	BI
0,5	autocorr	Systolic Blood Pressure	0,233333333	0	STUDY2	ks	BI
0,5	autocorr	Weight	0	0	STUDY2	ks	BI
